"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 08, 2022","1,315.05","1,331.07","1,336.69","1,304.08","227.70K","-1.20%"
"Oct 07, 2022","1,330.99","1,352.17","1,361.26","1,319.17","574.76K","-1.57%"
"Oct 06, 2022","1,352.27","1,352.07","1,383.02","1,347.78","680.65K","0.01%"
"Oct 05, 2022","1,352.07","1,361.51","1,364.03","1,317.58","564.42K","-0.69%"
"Oct 04, 2022","1,361.48","1,323.37","1,367.30","1,318.87","550.05K","2.88%"
"Oct 03, 2022","1,323.41","1,277.02","1,329.16","1,266.86","604.19K","3.74%"
"Oct 02, 2022","1,275.74","1,311.80","1,317.41","1,272.38","432.45K","-2.75%"
"Oct 01, 2022","1,311.80","1,328.73","1,333.61","1,303.22","293.02K","-1.27%"
"Sep 30, 2022","1,328.73","1,336.05","1,372.44","1,316.62","866.63K","-0.55%"
"Sep 29, 2022","1,336.08","1,337.34","1,351.61","1,289.66","871.66K","-0.10%"
"Sep 28, 2022","1,337.37","1,328.23","1,354.75","1,261.29","1.08M","0.69%"
"Sep 27, 2022","1,328.23","1,337.07","1,399.67","1,305.49","1.00M","-0.66%"
"Sep 26, 2022","1,337.06","1,294.24","1,339.17","1,279.71","1.05M","3.31%"
"Sep 25, 2022","1,294.26","1,317.01","1,335.73","1,271.87","579.09K","-1.73%"
"Sep 24, 2022","1,317.00","1,327.91","1,348.91","1,307.96","559.42K","-0.83%"
"Sep 23, 2022","1,327.96","1,326.12","1,356.74","1,264.91","1.16M","0.11%"
"Sep 22, 2022","1,326.44","1,247.64","1,346.38","1,237.96","1.11M","6.31%"
"Sep 21, 2022","1,247.74","1,323.34","1,388.38","1,222.29","1.39M","-5.71%"
"Sep 20, 2022","1,323.33","1,375.96","1,384.39","1,315.03","765.14K","-3.83%"
"Sep 19, 2022","1,376.00","1,334.82","1,391.50","1,284.50","1.11M","3.07%"
"Sep 18, 2022","1,335.01","1,468.76","1,469.21","1,327.21","934.28K","-9.11%"
"Sep 17, 2022","1,468.79","1,434.01","1,475.05","1,409.65","483.78K","2.43%"
"Sep 16, 2022","1,434.01","1,472.63","1,483.43","1,410.90","829.01K","-2.62%"
"Sep 15, 2022","1,472.64","1,637.89","1,653.55","1,461.16","1.66M","-10.09%"
"Sep 14, 2022","1,637.92","1,574.41","1,646.09","1,556.97","858.28K","4.03%"
"Sep 13, 2022","1,574.47","1,716.45","1,751.50","1,562.30","1.30M","-8.27%"
"Sep 12, 2022","1,716.42","1,766.99","1,782.74","1,694.08","727.78K","-2.86%"
"Sep 11, 2022","1,766.93","1,774.38","1,786.73","1,722.62","467.42K","-0.42%"
"Sep 10, 2022","1,774.38","1,718.84","1,788.10","1,707.81","470.19K","3.23%"
"Sep 09, 2022","1,718.81","1,635.33","1,743.47","1,631.17","969.87K","5.14%"
"Sep 08, 2022","1,634.85","1,629.63","1,660.56","1,595.90","772.84K","0.33%"
"Sep 07, 2022","1,629.51","1,557.85","1,657.05","1,493.19","976.59K","4.60%"
"Sep 06, 2022","1,557.85","1,617.40","1,686.23","1,556.09","1.18M","-3.66%"
"Sep 05, 2022","1,617.07","1,578.90","1,628.77","1,557.66","571.75K","2.42%"
"Sep 04, 2022","1,578.89","1,557.35","1,580.81","1,541.16","339.06K","1.37%"
"Sep 03, 2022","1,557.55","1,575.31","1,581.37","1,535.98","378.79K","-1.13%"
"Sep 02, 2022","1,575.34","1,585.55","1,647.50","1,547.68","1.04M","-0.64%"
"Sep 01, 2022","1,585.48","1,554.57","1,597.48","1,514.75","823.90K","1.95%"
"Aug 31, 2022","1,555.12","1,523.39","1,617.09","1,523.39","1.07M","2.09%"
"Aug 30, 2022","1,523.34","1,552.56","1,605.30","1,475.68","1.14M","-1.88%"
"Aug 29, 2022","1,552.60","1,426.25","1,559.46","1,424.33","931.76K","8.86%"
"Aug 28, 2022","1,426.25","1,490.88","1,507.92","1,424.69","633.35K","-4.33%"
"Aug 27, 2022","1,490.83","1,508.32","1,518.14","1,449.31","866.82K","-1.14%"
"Aug 26, 2022","1,508.08","1,695.38","1,703.32","1,490.67","1.34M","-11.05%"
"Aug 25, 2022","1,695.37","1,656.64","1,720.84","1,654.77","677.67K","2.34%"
"Aug 24, 2022","1,656.64","1,665.30","1,691.25","1,606.06","827.20K","-0.50%"
"Aug 23, 2022","1,664.89","1,626.70","1,672.63","1,564.37","1.05M","2.34%"
"Aug 22, 2022","1,626.75","1,618.21","1,627.13","1,531.91","1.04M","0.53%"
"Aug 21, 2022","1,618.25","1,575.61","1,644.88","1,563.92","852.07K","2.71%"
"Aug 20, 2022","1,575.60","1,609.01","1,654.84","1,525.51","1.01M","-2.11%"
"Aug 19, 2022","1,609.48","1,846.52","1,846.97","1,607.60","1.59M","-12.84%"
"Aug 18, 2022","1,846.51","1,834.19","1,880.22","1,822.04","675.27K","0.67%"
"Aug 17, 2022","1,834.18","1,876.69","1,956.54","1,821.00","1.10M","-2.27%"
"Aug 16, 2022","1,876.70","1,900.08","1,914.06","1,856.44","725.78K","-1.24%"
"Aug 15, 2022","1,900.25","1,935.10","2,012.02","1,873.70","1.09M","-1.80%"
"Aug 14, 2022","1,935.10","1,983.52","2,028.40","1,909.19","662.15K","-2.44%"
"Aug 13, 2022","1,983.50","1,957.62","2,018.97","1,946.65","798.08K","1.32%"
"Aug 12, 2022","1,957.63","1,880.30","1,961.83","1,856.64","834.69K","4.11%"
"Aug 11, 2022","1,880.28","1,853.50","1,931.06","1,850.72","1.31M","1.45%"
"Aug 10, 2022","1,853.46","1,702.80","1,881.39","1,657.78","1.52M","8.85%"
"Aug 09, 2022","1,702.80","1,778.15","1,789.55","1,668.79","960.58K","-4.25%"
"Aug 08, 2022","1,778.42","1,700.26","1,813.45","1,694.69","951.02K","4.59%"
"Aug 07, 2022","1,700.29","1,690.29","1,728.97","1,669.39","530.48K","0.59%"
"Aug 06, 2022","1,690.27","1,737.66","1,749.33","1,687.74","696.11K","-2.73%"
"Aug 05, 2022","1,737.71","1,607.00","1,740.33","1,605.71","1.21M","8.14%"
"Aug 04, 2022","1,606.94","1,618.07","1,661.15","1,581.18","881.56K","-0.69%"
"Aug 03, 2022","1,618.08","1,631.46","1,682.23","1,591.60","906.08K","-0.82%"
"Aug 02, 2022","1,631.48","1,630.07","1,675.51","1,560.17","1.25M","0.08%"
"Aug 01, 2022","1,630.10","1,679.98","1,702.81","1,607.29","959.53K","-2.97%"
"Jul 31, 2022","1,680.00","1,695.99","1,752.94","1,667.41","822.23K","-0.94%"
"Jul 30, 2022","1,695.97","1,720.80","1,741.34","1,674.42","891.42K","-1.44%"
"Jul 29, 2022","1,720.77","1,725.97","1,764.74","1,658.26","1.44M","-0.30%"
"Jul 28, 2022","1,726.01","1,635.99","1,781.39","1,597.67","1.87M","5.50%"
"Jul 27, 2022","1,636.01","1,449.65","1,643.70","1,421.17","1.80M","12.77%"
"Jul 26, 2022","1,450.70","1,438.76","1,451.46","1,357.70","1.42M","0.85%"
"Jul 25, 2022","1,438.52","1,598.19","1,608.06","1,438.50","1.65M","-9.99%"
"Jul 24, 2022","1,598.19","1,549.61","1,659.93","1,547.70","1.18M","3.14%"
"Jul 23, 2022","1,549.61","1,534.85","1,596.02","1,490.35","1.03M","0.96%"
"Jul 22, 2022","1,534.85","1,575.68","1,644.99","1,520.36","1.43M","-2.59%"
"Jul 21, 2022","1,575.68","1,520.66","1,600.35","1,465.93","1.55M","3.62%"
"Jul 20, 2022","1,520.64","1,543.45","1,618.43","1,488.73","1.65M","-1.48%"
"Jul 19, 2022","1,543.50","1,584.33","1,620.35","1,494.88","2.18M","-2.60%"
"Jul 18, 2022","1,584.77","1,337.92","1,590.95","1,336.75","2.37M","18.46%"
"Jul 17, 2022","1,337.85","1,356.00","1,385.23","1,323.23","1.41M","-1.34%"
"Jul 16, 2022","1,356.08","1,231.03","1,399.16","1,192.18","1.77M","10.16%"
"Jul 15, 2022","1,231.03","1,192.83","1,284.76","1,182.22","1.74M","3.21%"
"Jul 14, 2022","1,192.75","1,115.80","1,210.17","1,072.58","1.86M","6.89%"
"Jul 13, 2022","1,115.83","1,038.60","1,116.51","1,012.29","2.48M","7.44%"
"Jul 12, 2022","1,038.56","1,096.41","1,097.75","1,035.82","1.49M","-5.28%"
"Jul 11, 2022","1,096.43","1,167.35","1,170.63","1,093.28","1.34M","-6.08%"
"Jul 10, 2022","1,167.35","1,216.94","1,219.26","1,155.25","1.12M","-4.07%"
"Jul 09, 2022","1,216.94","1,216.26","1,232.69","1,205.26","644.47K","0.05%"
"Jul 08, 2022","1,216.33","1,238.10","1,275.69","1,194.15","1.45M","-1.76%"
"Jul 07, 2022","1,238.15","1,186.48","1,252.69","1,163.85","1.18M","4.36%"
"Jul 06, 2022","1,186.45","1,133.87","1,202.09","1,112.02","1.42M","4.63%"
"Jul 05, 2022","1,133.90","1,151.19","1,170.97","1,079.36","1.59M","-1.50%"
"Jul 04, 2022","1,151.19","1,074.07","1,159.76","1,045.97","1.35M","7.18%"
"Jul 03, 2022","1,074.08","1,066.60","1,086.90","1,041.82","755.27K","0.70%"
"Jul 02, 2022","1,066.60","1,059.05","1,077.66","1,029.03","865.06K","0.72%"
"Jul 01, 2022","1,058.94","1,069.13","1,110.25","1,035.79","1.89M","-0.95%"
"Jun 30, 2022","1,069.05","1,099.51","1,105.88","1,000.77","1.71M","-2.77%"
"Jun 29, 2022","1,099.51","1,143.95","1,155.02","1,088.10","1.54M","-3.89%"
"Jun 28, 2022","1,143.97","1,191.02","1,234.96","1,137.57","1.32M","-3.94%"
"Jun 27, 2022","1,190.84","1,198.03","1,237.14","1,176.77","1.07M","-0.60%"
"Jun 26, 2022","1,198.03","1,241.80","1,276.81","1,196.20","1.13M","-3.52%"
"Jun 25, 2022","1,241.76","1,224.96","1,255.55","1,181.11","1.03M","1.37%"
"Jun 24, 2022","1,225.03","1,144.33","1,244.82","1,132.87","1.66M","7.07%"
"Jun 23, 2022","1,144.19","1,049.02","1,152.97","1,046.57","1.57M","9.07%"
"Jun 22, 2022","1,049.02","1,125.96","1,127.06","1,045.37","1.58M","-6.83%"
"Jun 21, 2022","1,125.96","1,128.29","1,192.27","1,110.63","1.60M","-0.21%"
"Jun 20, 2022","1,128.32","1,128.39","1,165.62","1,056.58","2.04M","-0.01%"
"Jun 19, 2022","1,128.39","995.49","1,152.07","938.24","2.42M","13.34%"
"Jun 18, 2022","995.61","1,086.47","1,096.93","883.35","2.77M","-8.36%"
"Jun 17, 2022","1,086.47","1,068.49","1,116.46","1,052.17","1.45M","1.68%"
"Jun 16, 2022","1,068.49","1,237.92","1,254.28","1,052.65","1.76M","-13.69%"
"Jun 15, 2022","1,237.92","1,208.82","1,244.80","1,016.99","3.73M","2.24%"
"Jun 14, 2022","1,210.84","1,206.67","1,261.39","1,078.11","3.27M","0.35%"
"Jun 13, 2022","1,206.67","1,434.43","1,454.07","1,168.68","4.39M","-15.94%"
"Jun 12, 2022","1,435.46","1,531.50","1,542.01","1,430.93","1.82M","-6.27%"
"Jun 11, 2022","1,531.42","1,663.04","1,681.58","1,503.15","1.44M","-7.91%"
"Jun 10, 2022","1,663.02","1,788.15","1,803.54","1,657.30","1.13M","-6.99%"
"Jun 09, 2022","1,788.06","1,792.81","1,832.70","1,778.00","625.76K","-0.28%"
"Jun 08, 2022","1,793.00","1,813.05","1,837.41","1,766.94","1.09M","-1.14%"
"Jun 07, 2022","1,813.72","1,859.99","1,870.99","1,727.77","1.64M","-2.49%"
"Jun 06, 2022","1,859.99","1,806.11","1,919.40","1,804.77","939.37K","2.95%"
"Jun 05, 2022","1,806.71","1,804.60","1,829.25","1,773.65","437.73K","0.13%"
"Jun 04, 2022","1,804.37","1,775.28","1,815.19","1,748.89","442.10K","1.64%"
"Jun 03, 2022","1,775.29","1,834.66","1,843.31","1,740.83","884.53K","-3.24%"
"Jun 02, 2022","1,834.64","1,817.98","1,851.25","1,784.23","975.53K","0.91%"
"Jun 01, 2022","1,818.07","1,941.81","1,971.22","1,770.85","1.29M","-6.37%"
"May 31, 2022","1,941.79","1,998.46","2,015.02","1,928.93","933.24K","-2.84%"
"May 30, 2022","1,998.46","1,813.56","2,009.95","1,804.33","1.04M","10.20%"
"May 29, 2022","1,813.56","1,792.25","1,824.81","1,764.72","554.58K","1.16%"
"May 28, 2022","1,792.68","1,724.67","1,807.79","1,722.88","658.23K","3.97%"
"May 27, 2022","1,724.30","1,793.19","1,820.82","1,708.62","1.57M","-3.85%"
"May 26, 2022","1,793.42","1,942.89","1,964.91","1,744.12","1.42M","-7.69%"
"May 25, 2022","1,942.91","1,979.40","2,020.64","1,937.52","639.93K","-1.84%"
"May 24, 2022","1,979.35","1,973.01","1,992.60","1,914.48","620.41K","0.33%"
"May 23, 2022","1,972.93","2,043.19","2,086.21","1,959.57","738.09K","-3.44%"
"May 22, 2022","2,043.19","1,975.12","2,055.15","1,966.34","425.98K","3.45%"
"May 21, 2022","1,975.12","1,959.79","1,989.44","1,940.59","292.47K","0.78%"
"May 20, 2022","1,959.85","2,019.36","2,061.08","1,923.86","699.69K","-2.95%"
"May 19, 2022","2,019.34","1,913.99","2,039.71","1,903.67","858.97K","5.61%"
"May 18, 2022","1,912.12","2,091.05","2,108.84","1,909.56","751.82K","-8.56%"
"May 17, 2022","2,091.14","2,023.00","2,120.03","2,008.84","736.63K","3.37%"
"May 16, 2022","2,022.93","2,145.86","2,145.86","1,979.93","950.85K","-5.73%"
"May 15, 2022","2,145.86","2,056.33","2,161.78","2,001.74","589.77K","4.36%"
"May 14, 2022","2,056.30","2,009.55","2,068.66","1,952.07","656.94K","2.33%"
"May 13, 2022","2,009.53","1,955.59","2,146.22","1,941.53","1.34M","2.77%"
"May 12, 2022","1,955.36","2,087.17","2,190.51","1,796.24","2.84M","-6.03%"
"May 11, 2022","2,080.79","2,342.27","2,451.33","2,007.57","2.70M","-11.16%"
"May 10, 2022","2,342.30","2,229.69","2,455.19","2,202.02","1.95M","5.08%"
"May 09, 2022","2,229.10","2,519.98","2,529.35","2,228.90","1.93M","-11.54%"
"May 08, 2022","2,519.98","2,636.03","2,641.84","2,492.59","925.40K","-4.40%"
"May 07, 2022","2,636.03","2,692.92","2,703.11","2,589.29","458.05K","-2.11%"
"May 06, 2022","2,692.88","2,747.60","2,757.14","2,635.85","881.18K","-1.99%"
"May 05, 2022","2,747.46","2,940.70","2,952.84","2,730.95","899.82K","-6.57%"
"May 04, 2022","2,940.70","2,781.47","2,963.54","2,773.90","662.07K","5.72%"
"May 03, 2022","2,781.47","2,856.01","2,861.42","2,757.36","447.80K","-2.61%"
"May 02, 2022","2,856.01","2,825.65","2,879.99","2,780.08","617.74K","1.07%"
"May 01, 2022","2,825.80","2,727.20","2,847.02","2,720.57","512.01K","3.62%"
"Apr 30, 2022","2,727.18","2,817.14","2,841.16","2,716.31","430.98K","-3.18%"
"Apr 29, 2022","2,816.66","2,937.01","2,946.18","2,778.33","629.56K","-4.10%"
"Apr 28, 2022","2,937.01","2,889.01","2,977.78","2,856.42","726.03K","1.66%"
"Apr 27, 2022","2,888.99","2,810.42","2,916.39","2,795.58","602.24K","2.80%"
"Apr 26, 2022","2,810.42","3,006.04","3,032.70","2,768.38","694.46K","-6.51%"
"Apr 25, 2022","3,006.04","2,922.03","3,023.23","2,800.21","807.69K","2.88%"
"Apr 24, 2022","2,922.03","2,931.90","2,966.94","2,915.66","269.29K","-0.34%"
"Apr 23, 2022","2,931.90","2,963.00","2,977.45","2,917.84","227.07K","-1.05%"
"Apr 22, 2022","2,963.00","2,983.91","3,029.14","2,937.47","544.89K","-0.70%"
"Apr 21, 2022","2,983.95","3,076.06","3,176.69","2,950.97","675.44K","-3.00%"
"Apr 20, 2022","3,076.38","3,101.79","3,161.90","3,037.67","512.72K","-0.83%"
"Apr 19, 2022","3,102.01","3,055.86","3,128.86","3,030.32","427.14K","1.52%"
"Apr 18, 2022","3,055.64","2,989.05","3,069.07","2,887.25","681.76K","2.23%"
"Apr 17, 2022","2,989.05","3,058.96","3,081.14","2,983.17","311.54K","-2.29%"
"Apr 16, 2022","3,058.96","3,042.01","3,084.84","3,011.47","245.47K","0.56%"
"Apr 15, 2022","3,042.01","3,021.93","3,056.84","2,996.62","309.95K","0.66%"
"Apr 14, 2022","3,021.93","3,117.21","3,143.18","2,980.84","546.54K","-3.05%"
"Apr 13, 2022","3,116.92","3,027.64","3,128.20","2,999.66","563.89K","2.96%"
"Apr 12, 2022","3,027.25","2,978.45","3,082.02","2,951.80","790.54K","1.64%"
"Apr 11, 2022","2,978.29","3,201.99","3,213.52","2,953.66","876.67K","-6.98%"
"Apr 10, 2022","3,201.84","3,259.59","3,306.14","3,198.10","327.86K","-1.76%"
"Apr 09, 2022","3,259.35","3,193.54","3,268.18","3,182.10","283.24K","2.05%"
"Apr 08, 2022","3,193.93","3,228.83","3,311.42","3,174.14","654.82K","-1.08%"
"Apr 07, 2022","3,228.84","3,169.58","3,268.56","3,143.96","569.39K","1.87%"
"Apr 06, 2022","3,169.58","3,406.83","3,406.87","3,164.24","950.59K","-6.96%"
"Apr 05, 2022","3,406.78","3,520.35","3,554.54","3,400.74","500.27K","-3.23%"
"Apr 04, 2022","3,520.41","3,521.16","3,544.92","3,412.01","547.68K","-0.02%"
"Apr 03, 2022","3,521.10","3,442.34","3,579.82","3,414.40","473.54K","2.29%"
"Apr 02, 2022","3,442.34","3,456.18","3,529.63","3,436.79","629.29K","-0.40%"
"Apr 01, 2022","3,456.18","3,282.33","3,478.74","3,215.33","649.92K","5.30%"
"Mar 31, 2022","3,282.35","3,385.60","3,444.43","3,263.36","545.44K","-3.05%"
"Mar 30, 2022","3,385.64","3,401.86","3,445.98","3,333.50","425.38K","-0.48%"
"Mar 29, 2022","3,401.89","3,329.67","3,481.23","3,329.67","570.03K","2.18%"
"Mar 28, 2022","3,329.38","3,295.73","3,428.41","3,275.32","628.91K","0.98%"
"Mar 27, 2022","3,297.04","3,145.95","3,297.40","3,126.46","402.02K","4.80%"
"Mar 26, 2022","3,146.01","3,103.43","3,150.09","3,085.80","244.28K","1.37%"
"Mar 25, 2022","3,103.51","3,110.80","3,192.73","3,081.71","583.25K","-0.18%"
"Mar 24, 2022","3,109.25","3,036.18","3,126.37","3,005.99","699.58K","2.41%"
"Mar 23, 2022","3,036.12","2,969.64","3,042.28","2,925.78","536.63K","2.24%"